ITEM_ID,GRAPH_ID,SENTENCE,PRED_HEAD_IDX,ARG_HEAD_IDX,LABEL
ewt-train-6754_7_3,ewt-train-6754,"Lopez addressed the note which I had written , sealed it with his sleeve - link , and sent it by the hand of the servant , Jose .",7,3,0
ewt-train-6754_7_5,ewt-train-6754,"Lopez addressed the note which I had written , sealed it with his sleeve - link , and sent it by the hand of the servant , Jose .",7,5,0
ewt-train-6754_9_10,ewt-train-6754,"Lopez addressed the note which I had written , sealed it with his sleeve - link , and sent it by the hand of the servant , Jose .",9,10,0
ewt-train-6756_1_0,ewt-train-6756,I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed .,1,0,0
ewt-train-6756_5_2,ewt-train-6756,I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed .,5,2,0
ewt-train-6756_14_13,ewt-train-6756,I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed .,14,13,0
ewt-train-6756_21_20,ewt-train-6756,I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed .,21,20,0
ewt-train-6761_3_2,ewt-train-6761,"The Rock revolution happened in the Sixties ( 6 , number of the Beast ) .",3,2,0
ewt-train-6763_3_2,ewt-train-6763,"The Rock revolution came from the nation that allows a church to be changed to a pub or to a dance room or to a recording studio full of drug addicts , homosexuals and lunatics ( as that of George Martin , ally of the Beatles ) .",3,2,0
ewt-train-6763_8_6,ewt-train-6763,"The Rock revolution came from the nation that allows a church to be changed to a pub or to a dance room or to a recording studio full of drug addicts , homosexuals and lunatics ( as that of George Martin , ally of the Beatles ) .",8,6,0
ewt-train-6763_8_10,ewt-train-6763,"The Rock revolution came from the nation that allows a church to be changed to a pub or to a dance room or to a recording studio full of drug addicts , homosexuals and lunatics ( as that of George Martin , ally of the Beatles ) .",8,10,0
ewt-train-6766_25_13,ewt-train-6766,"As the epithet of the government of Satan on that nation , the center of London , the so well - known Piccadilly Circus , takes it's name from an old brothel ( the "" Piccadilla House "" which means "" The House of Sin "" ) , disappeared nowadays .",25,13,0
ewt-train-6766_25_27,ewt-train-6766,"As the epithet of the government of Satan on that nation , the center of London , the so well - known Piccadilly Circus , takes it's name from an old brothel ( the "" Piccadilla House "" which means "" The House of Sin "" ) , disappeared nowadays .",25,27,0
ewt-train-6766_39_36,ewt-train-6766,"As the epithet of the government of Satan on that nation , the center of London , the so well - known Piccadilly Circus , takes it's name from an old brothel ( the "" Piccadilla House "" which means "" The House of Sin "" ) , disappeared nowadays .",39,36,0
ewt-train-6766_39_42,ewt-train-6766,"As the epithet of the government of Satan on that nation , the center of London , the so well - known Piccadilly Circus , takes it's name from an old brothel ( the "" Piccadilla House "" which means "" The House of Sin "" ) , disappeared nowadays .",39,42,0
ewt-train-6775_6_5,ewt-train-6775,"From then on , the Beatles began to get involved in false religions and to preach them to the world .",6,5,0
ewt-train-6775_15_16,ewt-train-6775,"From then on , the Beatles began to get involved in false religions and to preach them to the world .",15,16,0
ewt-train-6776_4_3,ewt-train-6776,"John Lennon 's divorce followed , as well as his entering the world of black magic , as deeply as to buy the apartment . where the "" Rosemary 's baby "" had been filmed , previous property of Roman Polansky , and in that same apartment John Lennon had a room upholstered with black silk where he used to do his black magic operations .",4,3,0
ewt-train-6776_10_9,ewt-train-6776,"John Lennon 's divorce followed , as well as his entering the world of black magic , as deeply as to buy the apartment . where the "" Rosemary 's baby "" had been filmed , previous property of Roman Polansky , and in that same apartment John Lennon had a room upholstered with black silk where he used to do his black magic operations .",10,9,0
ewt-train-6776_10_12,ewt-train-6776,"John Lennon 's divorce followed , as well as his entering the world of black magic , as deeply as to buy the apartment . where the "" Rosemary 's baby "" had been filmed , previous property of Roman Polansky , and in that same apartment John Lennon had a room upholstered with black silk where he used to do his black magic operations .",10,12,0
ewt-train-6776_21_23,ewt-train-6776,"John Lennon 's divorce followed , as well as his entering the world of black magic , as deeply as to buy the apartment . where the "" Rosemary 's baby "" had been filmed , previous property of Roman Polansky , and in that same apartment John Lennon had a room upholstered with black silk where he used to do his black magic operations .",21,23,0
ewt-train-6776_34_30,ewt-train-6776,"John Lennon 's divorce followed , as well as his entering the world of black magic , as deeply as to buy the apartment . where the "" Rosemary 's baby "" had been filmed , previous property of Roman Polansky , and in that same apartment John Lennon had a room upholstered with black silk where he used to do his black magic operations .",34,30,0
ewt-train-6777_0_2,ewt-train-6777,"Came the disintegration of the Beatles ' minds with LSD which has caused , among others , schizophrenic lyrics such as "" I am the Walrus "" and incoherent schizophrenic musical expositions like "" Revolution number 9 "" .",0,2,0
ewt-train-6777_12_9,ewt-train-6777,"Came the disintegration of the Beatles ' minds with LSD which has caused , among others , schizophrenic lyrics such as "" I am the Walrus "" and incoherent schizophrenic musical expositions like "" Revolution number 9 "" .",12,9,0
ewt-train-6777_12_18,ewt-train-6777,"Came the disintegration of the Beatles ' minds with LSD which has caused , among others , schizophrenic lyrics such as "" I am the Walrus "" and incoherent schizophrenic musical expositions like "" Revolution number 9 "" .",12,18,0
ewt-train-6778_7_6,ewt-train-6778,"At the same time , the devil acted through his other main puppets with "" Sympathy for the devil "" that was when the pact of the Rolling Stones with Satan took the life of the founder of the group , the guitarist Brian Jones ( who refused to be a puppet of the devil ) , murdered by people sent by Mick Jagger , another assassin .",7,6,0
ewt-train-6778_47_36,ewt-train-6778,"At the same time , the devil acted through his other main puppets with "" Sympathy for the devil "" that was when the pact of the Rolling Stones with Satan took the life of the founder of the group , the guitarist Brian Jones ( who refused to be a puppet of the devil ) , murdered by people sent by Mick Jagger , another assassin .",47,36,0
ewt-train-6780_3_2,ewt-train-6780,"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",3,2,0
ewt-train-6780_13_12,ewt-train-6780,"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",13,12,0
ewt-train-6780_13_15,ewt-train-6780,"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",13,15,0
ewt-train-6780_34_36,ewt-train-6780,"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",34,36,0
ewt-train-6780_44_42,ewt-train-6780,"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",44,42,0
ewt-train-6780_50_48,ewt-train-6780,"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",50,48,0
ewt-train-6780_50_53,ewt-train-6780,"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",50,53,0
ewt-train-6780_60_58,ewt-train-6780,"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",60,58,0
ewt-train-6780_60_59,ewt-train-6780,"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",60,59,0
ewt-train-6780_63_62,ewt-train-6780,"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",63,62,0
ewt-train-6780_100_94,ewt-train-6780,"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",100,94,0
ewt-train-6780_129_128,ewt-train-6780,"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",129,128,0
ewt-train-6780_135_134,ewt-train-6780,"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",135,134,0
ewt-train-6784_27_22,ewt-train-6784,"To Paul McCartney whose company 's logo was a person toying with the planets as if he was a god , and who was being very much deluded in his ego trip by the fact that he was made "" Sir "" ( when in England even the road sweeper is made Sir , as long as he produces money for the nation ) , GOD provided cancer to the wife .",27,22,0
ewt-train-6784_58_57,ewt-train-6784,"To Paul McCartney whose company 's logo was a person toying with the planets as if he was a god , and who was being very much deluded in his ego trip by the fact that he was made "" Sir "" ( when in England even the road sweeper is made Sir , as long as he produces money for the nation ) , GOD provided cancer to the wife .",58,57,0
ewt-train-6784_58_59,ewt-train-6784,"To Paul McCartney whose company 's logo was a person toying with the planets as if he was a god , and who was being very much deluded in his ego trip by the fact that he was made "" Sir "" ( when in England even the road sweeper is made Sir , as long as he produces money for the nation ) , GOD provided cancer to the wife .",58,59,0
ewt-train-6784_66_65,ewt-train-6784,"To Paul McCartney whose company 's logo was a person toying with the planets as if he was a god , and who was being very much deluded in his ego trip by the fact that he was made "" Sir "" ( when in England even the road sweeper is made Sir , as long as he produces money for the nation ) , GOD provided cancer to the wife .",66,65,0
ewt-train-6784_66_67,ewt-train-6784,"To Paul McCartney whose company 's logo was a person toying with the planets as if he was a god , and who was being very much deluded in his ego trip by the fact that he was made "" Sir "" ( when in England even the road sweeper is made Sir , as long as he produces money for the nation ) , GOD provided cancer to the wife .",66,67,0
ewt-train-6786_13_12,ewt-train-6786,"At the same time McCartney was going out with Heather Mills , he used Linda 's death for promotional ends , due to his waning popularity .",13,12,0
ewt-train-6786_13_16,ewt-train-6786,"At the same time McCartney was going out with Heather Mills , he used Linda 's death for promotional ends , due to his waning popularity .",13,16,0
ewt-train-6788_1_0,ewt-train-6788,"Paul admitted that he made Linda suffer a lot , but he did n't say that it was because he felt insecure as a man due to his womanish face and effeminate manners and also because with his age his sexual power was not the same , even though it has never been much .",1,0,0
ewt-train-6792_1_0,ewt-train-6792,"Paul has such a big inferiority complex as a man , due to his effeminate face , body and personality and due to his repressed homosexuality , that he found himself a handicapped woman with only one leg , so that he could stand out , being very conscious that a full woman would make him feel the superiority of virile men again , as Jane and Linda did .",1,0,0
ewt-train-6792_1_6,ewt-train-6792,"Paul has such a big inferiority complex as a man , due to his effeminate face , body and personality and due to his repressed homosexuality , that he found himself a handicapped woman with only one leg , so that he could stand out , being very conscious that a full woman would make him feel the superiority of virile men again , as Jane and Linda did .",1,6,0
ewt-train-6792_43_41,ewt-train-6792,"Paul has such a big inferiority complex as a man , due to his effeminate face , body and personality and due to his repressed homosexuality , that he found himself a handicapped woman with only one leg , so that he could stand out , being very conscious that a full woman would make him feel the superiority of virile men again , as Jane and Linda did .",43,41,0
ewt-train-6796_16_15,ewt-train-6796,"Because of the trauma that his homosexual relation with Brian Epstein had left him , he made lyrics such as : "" You can wear a collar and a tie , one thing you ca n't hide is when you 're crippled inside "" and gave declarations to the "" Rolling Stone "" magazine saying that "" sometimes he wore Texan boots to feel more secure as a man "" .",16,15,0
ewt-train-6796_16_17,ewt-train-6796,"Because of the trauma that his homosexual relation with Brian Epstein had left him , he made lyrics such as : "" You can wear a collar and a tie , one thing you ca n't hide is when you 're crippled inside "" and gave declarations to the "" Rolling Stone "" magazine saying that "" sometimes he wore Texan boots to feel more secure as a man "" .",16,17,0
ewt-train-6796_24_22,ewt-train-6796,"Because of the trauma that his homosexual relation with Brian Epstein had left him , he made lyrics such as : "" You can wear a collar and a tie , one thing you ca n't hide is when you 're crippled inside "" and gave declarations to the "" Rolling Stone "" magazine saying that "" sometimes he wore Texan boots to feel more secure as a man "" .",24,22,0
ewt-train-6796_24_26,ewt-train-6796,"Because of the trauma that his homosexual relation with Brian Epstein had left him , he made lyrics such as : "" You can wear a collar and a tie , one thing you ca n't hide is when you 're crippled inside "" and gave declarations to the "" Rolling Stone "" magazine saying that "" sometimes he wore Texan boots to feel more secure as a man "" .",24,26,0
ewt-train-6796_36_33,ewt-train-6796,"Because of the trauma that his homosexual relation with Brian Epstein had left him , he made lyrics such as : "" You can wear a collar and a tie , one thing you ca n't hide is when you 're crippled inside "" and gave declarations to the "" Rolling Stone "" magazine saying that "" sometimes he wore Texan boots to feel more secure as a man "" .",36,33,0
ewt-train-6796_59_58,ewt-train-6796,"Because of the trauma that his homosexual relation with Brian Epstein had left him , he made lyrics such as : "" You can wear a collar and a tie , one thing you ca n't hide is when you 're crippled inside "" and gave declarations to the "" Rolling Stone "" magazine saying that "" sometimes he wore Texan boots to feel more secure as a man "" .",59,58,0
ewt-train-6796_59_61,ewt-train-6796,"Because of the trauma that his homosexual relation with Brian Epstein had left him , he made lyrics such as : "" You can wear a collar and a tie , one thing you ca n't hide is when you 're crippled inside "" and gave declarations to the "" Rolling Stone "" magazine saying that "" sometimes he wore Texan boots to feel more secure as a man "" .",59,61,0
ewt-train-6799_2_1,ewt-train-6799,That rejection got to the point that George Harrison kicked Yoko Ono in the Apple studios during the filming of Let it Be .,2,1,0
ewt-train-6799_9_8,ewt-train-6799,That rejection got to the point that George Harrison kicked Yoko Ono in the Apple studios during the filming of Let it Be .,9,8,0
ewt-train-6799_9_11,ewt-train-6799,That rejection got to the point that George Harrison kicked Yoko Ono in the Apple studios during the filming of Let it Be .,9,11,0
ewt-train-6803_11_2,ewt-train-6803,The Jewish marriage living to the right of George 's house said that he is an arrogant person who does never return a greeting .,11,2,0
ewt-train-6803_21_17,ewt-train-6803,The Jewish marriage living to the right of George 's house said that he is an arrogant person who does never return a greeting .,21,17,0
ewt-train-6803_21_23,ewt-train-6803,The Jewish marriage living to the right of George 's house said that he is an arrogant person who does never return a greeting .,21,23,0
ewt-train-6804_21_3,ewt-train-6804,The newly married couple living on the corner in front of the entrance of George 's house ( Friar Park ) refers to him as an overbearing person to stay away from .,21,3,0
ewt-train-6805_16_1,ewt-train-6805,"The receptionist of "" Hand made "" , the former film making company of George Harrison said : "" we do n't have any relation with that man anymore and we do n't want to know anything about him "" .",16,1,0
ewt-train-6807_2_1,ewt-train-6807,Their chauvinisms got to the point that even they themselves hated each other .,2,1,0
ewt-train-6807_10_8,ewt-train-6807,Their chauvinisms got to the point that even they themselves hated each other .,10,8,0
ewt-train-6807_10_12,ewt-train-6807,Their chauvinisms got to the point that even they themselves hated each other .,10,12,0
ewt-train-6808_2_1,ewt-train-6808,Paul McCartney said that George Harrison is a nothing .,2,1,0
ewt-train-6809_2_1,ewt-train-6809,George Harrison said that he is tired of listening to people talk about John Lennon ....,2,1,0
ewt-train-6809_11_10,ewt-train-6809,George Harrison said that he is tired of listening to people talk about John Lennon ....,11,10,0
ewt-train-6810_2_1,ewt-train-6810,"George Harrison said in a video that "" Oasis is a very untalented band and they should n't be playing at all "" , all of it being the truth , but the Beatles is also a band of very poor musicians , if musicians at all , who could only play a couple of elementary guitar chords and who are as untalented as Oasis .",2,1,0
ewt-train-6810_19_15,ewt-train-6810,"George Harrison said in a video that "" Oasis is a very untalented band and they should n't be playing at all "" , all of it being the truth , but the Beatles is also a band of very poor musicians , if musicians at all , who could only play a couple of elementary guitar chords and who are as untalented as Oasis .",19,15,0
ewt-train-6810_51_41,ewt-train-6810,"George Harrison said in a video that "" Oasis is a very untalented band and they should n't be playing at all "" , all of it being the truth , but the Beatles is also a band of very poor musicians , if musicians at all , who could only play a couple of elementary guitar chords and who are as untalented as Oasis .",51,41,0
ewt-train-6810_51_53,ewt-train-6810,"George Harrison said in a video that "" Oasis is a very untalented band and they should n't be playing at all "" , all of it being the truth , but the Beatles is also a band of very poor musicians , if musicians at all , who could only play a couple of elementary guitar chords and who are as untalented as Oasis .",51,53,0
ewt-train-6814_1_0,ewt-train-6814,"He thinks he will deceive people in this way , so that the real McCartney will not be perceived .",1,0,0
ewt-train-6814_4_2,ewt-train-6814,"He thinks he will deceive people in this way , so that the real McCartney will not be perceived .",4,2,0
ewt-train-6814_4_5,ewt-train-6814,"He thinks he will deceive people in this way , so that the real McCartney will not be perceived .",4,5,0
ewt-train-6814_18_14,ewt-train-6814,"He thinks he will deceive people in this way , so that the real McCartney will not be perceived .",18,14,0
ewt-train-6821_1_0,ewt-train-6821,We recommend you to take that curse out of your house throwing away everything related to the Devil 's main nine puppets ....,1,0,0
ewt-train-6821_1_2,ewt-train-6821,We recommend you to take that curse out of your house throwing away everything related to the Devil 's main nine puppets ....,1,2,0
ewt-train-6821_11_13,ewt-train-6821,We recommend you to take that curse out of your house throwing away everything related to the Devil 's main nine puppets ....,11,13,0
ewt-train-6833_5_3,ewt-train-6833,""" The Bush administration is preparing its NATO allies for a possible military strike against suspected nuclear sites in Iran in the New Year , according to German media reports , reinforcing similar earlier suggestions in the Turkish media , "" reported UPI on December 30th .",5,3,0
ewt-train-6833_5_8,ewt-train-6833,""" The Bush administration is preparing its NATO allies for a possible military strike against suspected nuclear sites in Iran in the New Year , according to German media reports , reinforcing similar earlier suggestions in the Turkish media , "" reported UPI on December 30th .",5,8,0
ewt-train-6833_31_34,ewt-train-6833,""" The Bush administration is preparing its NATO allies for a possible military strike against suspected nuclear sites in Iran in the New Year , according to German media reports , reinforcing similar earlier suggestions in the Turkish media , "" reported UPI on December 30th .",31,34,0
ewt-train-6833_41_42,ewt-train-6833,""" The Bush administration is preparing its NATO allies for a possible military strike against suspected nuclear sites in Iran in the New Year , according to German media reports , reinforcing similar earlier suggestions in the Turkish media , "" reported UPI on December 30th .",41,42,0
ewt-train-6834_10_11,ewt-train-6834,""" The Berlin daily Der Tagesspiegel this week , "" continued UPI , "" quoted ' NATO intelligence sources ' who claimed that the NATO allies had been informed that the United States is currently investigating all possibilities of bringing the mullah - led regime into line , including military options .",10,11,0
ewt-train-6834_14_2,ewt-train-6834,""" The Berlin daily Der Tagesspiegel this week , "" continued UPI , "" quoted ' NATO intelligence sources ' who claimed that the NATO allies had been informed that the United States is currently investigating all possibilities of bringing the mullah - led regime into line , including military options .",14,2,0
ewt-train-6834_14_18,ewt-train-6834,""" The Berlin daily Der Tagesspiegel this week , "" continued UPI , "" quoted ' NATO intelligence sources ' who claimed that the NATO allies had been informed that the United States is currently investigating all possibilities of bringing the mullah - led regime into line , including military options .",14,18,0
ewt-train-6834_21_18,ewt-train-6834,""" The Berlin daily Der Tagesspiegel this week , "" continued UPI , "" quoted ' NATO intelligence sources ' who claimed that the NATO allies had been informed that the United States is currently investigating all possibilities of bringing the mullah - led regime into line , including military options .",21,18,0
ewt-train-6834_28_25,ewt-train-6834,""" The Berlin daily Der Tagesspiegel this week , "" continued UPI , "" quoted ' NATO intelligence sources ' who claimed that the NATO allies had been informed that the United States is currently investigating all possibilities of bringing the mullah - led regime into line , including military options .",28,25,0
ewt-train-6834_35_32,ewt-train-6834,""" The Berlin daily Der Tagesspiegel this week , "" continued UPI , "" quoted ' NATO intelligence sources ' who claimed that the NATO allies had been informed that the United States is currently investigating all possibilities of bringing the mullah - led regime into line , including military options .",35,32,0
ewt-train-6834_35_37,ewt-train-6834,""" The Berlin daily Der Tagesspiegel this week , "" continued UPI , "" quoted ' NATO intelligence sources ' who claimed that the NATO allies had been informed that the United States is currently investigating all possibilities of bringing the mullah - led regime into line , including military options .",35,37,0
ewt-train-6834_39_44,ewt-train-6834,""" The Berlin daily Der Tagesspiegel this week , "" continued UPI , "" quoted ' NATO intelligence sources ' who claimed that the NATO allies had been informed that the United States is currently investigating all possibilities of bringing the mullah - led regime into line , including military options .",39,44,0
ewt-train-6838_6_2,ewt-train-6838,"The recent elections in Iraq were dominated by an amalgam of religiously fundamentalist Shi'ite organizations , principally the Dawa Party and the Supreme Council for Islamic Revolution in Iraq ( SCIRI ) .",6,2,0
ewt-train-6839_4_1,ewt-train-6839,Both Dawa and SCIRI have umbilical connections to the fundamentalist Shi'ite leadership in Iran that go back decades .,4,1,0
ewt-train-6839_4_6,ewt-train-6839,Both Dawa and SCIRI have umbilical connections to the fundamentalist Shi'ite leadership in Iran that go back decades .,4,6,0
ewt-train-6850_20_18,ewt-train-6850,"According to a report issued by the Center for Strategic and International Studies in December of 2004 , Iran "" has some 540,000 men under arms and over 350,000 reserves .",20,18,0
ewt-train-6850_20_23,ewt-train-6850,"According to a report issued by the Center for Strategic and International Studies in December of 2004 , Iran "" has some 540,000 men under arms and over 350,000 reserves .",20,23,0
ewt-train-6851_1_0,ewt-train-6851,"They include 120,000 Iranian Revolutionary Guards trained for land and naval asymmetrical warfare .",1,0,0
ewt-train-6851_1_5,ewt-train-6851,"They include 120,000 Iranian Revolutionary Guards trained for land and naval asymmetrical warfare .",1,5,0
ewt-train-6853_10_8,ewt-train-6853,""" Iran is now the only regional military power that poses a significant conventional military threat to Gulf stability , "" continued the CSIS report .",10,8,0
ewt-train-6853_10_15,ewt-train-6853,""" Iran is now the only regional military power that poses a significant conventional military threat to Gulf stability , "" continued the CSIS report .",10,15,0
ewt-train-6853_21_24,ewt-train-6853,""" Iran is now the only regional military power that poses a significant conventional military threat to Gulf stability , "" continued the CSIS report .",21,24,0
ewt-train-6854_2_1,ewt-train-6854,""" Iran has significant capabilities for asymmetric warfare , and poses the additional threat of proliferation .",2,1,0
ewt-train-6854_2_4,ewt-train-6854,""" Iran has significant capabilities for asymmetric warfare , and poses the additional threat of proliferation .",2,4,0
ewt-train-6854_10_13,ewt-train-6854,""" Iran has significant capabilities for asymmetric warfare , and poses the additional threat of proliferation .",10,13,0
ewt-train-6855_1_3,ewt-train-6855,There is considerable evidence that it is developing both a long - range missile force and a range of weapons of mass destruction .,1,3,0
ewt-train-6855_7_14,ewt-train-6855,There is considerable evidence that it is developing both a long - range missile force and a range of weapons of mass destruction .,7,14,0
ewt-train-6857_7_2,ewt-train-6857,"A MILNET brief issued in February 2005 reports , "" Due to its position astride the Persian Gulf , Iran has constantly been a threat to the Gulf .",7,2,0
ewt-train-6858_11_6,ewt-train-6858,The so called ' Tanker ' wars in the late 1980s put Iran squarely in the bullseye of all nations seeking to transport oil out of the region .,11,6,0
